Calendar Year,Park Name,Cause of Death,Injury Category,Sex,Age Range,Outcome
2011,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,55-64,Fatal Injury
2011,White Sands National Park,Environmental,Unintentional,Female,15-24,Fatal Injury
2011,Big Bend National Park,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2011,Grand Canyon National Park,Environmental,Unintentional,Male,55-64,Fatal Injury
2011,Blue Ridge Parkway,Fall,Unintentional,Male,15-24,Fatal Injury
2011,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2011,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2011,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2011,Mojave National Preserve,Other,Unintentional,Male,Undetermined,Fatal Injury
2011,Yosemite National Park,Fall,Unintentional,Male,65+,Fatal Injury
2011,Yosemite National Park,Drowning,Unintentional,Male,45-54,Fatal Injury
2011,Yosemite National Park,Drowning,Unintentional,Male,45-54,Fatal Injury
2011,Denali National Park & Preserve,Fall,Unintentional,Male,35-44,Fatal Injury
2011,Cape Hatteras National Seashore,Drowning,Unintentional,Male,35-44,Fatal Injury
2011,North Cascades National Park,Fall,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,New River Gorge National River,Fall,Unintentional,Male,35-44,Fatal Injury
2011,Ozark National Scenic Riverways,Drowning,Unintentional,Male,25-34,Fatal Injury
2011,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Male,45-54,Fatal Injury
2011,Chesapeake & Ohio Canal National Historical Park,Environmental,Unintentional,Male,55-64,Fatal Injury
2011,Yellowstone National Park,Wildlife/Animal,Unintentional,Male,55-64,Fatal Injury
2011,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal Injury
2011,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2011,Great Smoky Mountains National Park,Drowning,Unintentional,Male,25-34,Fatal Injury
2011,Canaveral National Seashore,Drowning,Unintentional,Male,45-54,Fatal Injury
2011,Gulf Islands National Seashore,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2011,Indiana Dunes National Park,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2011,New River Gorge National River,Drowning,Unintentional,Female,Undetermined,Fatal Injury
2011,Glacier National Park,Environmental,Unintentional,Male,25-34,Fatal Injury
2011,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal Injury
2011,Yosemite National Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2011,Yosemite National Park,Drowning,Unintentional,Male,25-34,Fatal Injury
2011,Yosemite National Park,Drowning,Unintentional,Female,15-24,Fatal Injury
2011,Yosemite National Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2011,Glacier National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2011,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2011,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,15-24,Fatal Injury
2011,Lake Mead National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
2011,Curecanti National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2011,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
2011,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2011,Great Smoky Mountains National Park,Drowning,Unintentional,Female,Undetermined,Fatal Injury
2011,Yosemite National Park,Fall,Unintentional,Female,25-34,Fatal Injury
2011,Saint Croix National Scenic Riverway,Drowning,Unintentional,Male,25-34,Fatal Injury
2011,Grand Teton National Park,Fall,Unintentional,Male,35-44,Fatal Injury
2011,Lake Mead National Recreation Area,Environmental,Unintentional,Female,Undetermined,Fatal Injury
2011,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2011,Grand Canyon National Park,Environmental,Unintentional,Male,55-64,Fatal Injury
2011,Upper Delaware Scenic & Recreational River,Drowning,Unintentional,Male,15-24,Fatal Injury
2011,Lake Mead National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2011,Lake Mead National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2011,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2011,Yosemite National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2011,Lake Mead National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2011,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Female,55-64,Fatal Injury
2011,Yosemite National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2011,Delaware Water Gap National Recreation Area,Poisoning,Unintentional,Male,45-54,Fatal Injury
2011,Bryce Canyon National Park,Environmental,Unintentional,Male,45-54,Fatal Injury
2011,Shenandoah National Park,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal Injury
2011,Cape Cod National Seashore,Undetermined,Undetermined,Female,35-44,Fatal Injury
2011,Joshua Tree National Park,Environmental,Unintentional,Male,35-44,Fatal Injury
2011,Joshua Tree National Park,Environmental,Unintentional,Female,35-44,Fatal Injury
2011,Yosemite National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2011,Glen Canyon National Recreation Area,Drowning,Unintentional,Female,Undetermined,Fatal Injury
2011,Yellowstone National Park,Wildlife/Animal,Unintentional,Male,55-64,Fatal Injury
2011,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Female,35-44,Fatal Injury
2011,Grand Canyon National Park,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2011,Lake Mead National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2011,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2011,Indiana Dunes National Park,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Bighorn Canyon National Recreation Area,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Bighorn Canyon National Recreation Area,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Sleeping Bear Dunes National Lakeshore,Drowning,Unintentional,Male,65+,Fatal Injury
2011,Cape Hatteras National Seashore,Drowning,Unintentional,Male,35-44,Fatal Injury
2011,Cape Cod National Seashore,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,45-54,Fatal Injury
2011,Prince William Forest Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2011,Natchez Trace Parkway,Undetermined,Undetermined,Male,45-54,Fatal Injury
2011,Lake Mead National Recreation Area,Drowning,Unintentional,Male,0-14,Fatal Injury
2011,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2011,Mount Rainier National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2011,Lake Mead National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2011,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2011,Grand Canyon National Park,Drowning,Unintentional,Male,55-64,Fatal Injury
2011,Cape Hatteras National Seashore,Drowning,Unintentional,Male,35-44,Fatal Injury
2011,Grand Canyon National Park,Drowning,Unintentional,Male,55-64,Fatal Injury
2011,Yosemite National Park,Fall,Unintentional,Male,45-54,Fatal Injury
2011,New River Gorge National River,Drowning,Unintentional,Female,35-44,Fatal Injury
2011,Biscayne National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
2011,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal Injury
2011,Biscayne National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
2011,Shenandoah National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2011,Shenandoah National Park,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal Injury
2011,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal Injury
2011,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2011,Indiana Dunes National Park,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2011,Cape Cod National Seashore,Drowning,Unintentional,Female,45-54,Fatal Injury
2011,Indiana Dunes National Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2011,Assateague Island National Seashore,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Cuyahoga Valley National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2011,Mount Rainier National Park,Fall,Unintentional,Male,55-64,Fatal Injury
2011,Delaware Water Gap National Recreation Area,Fall,Unintentional,Female,65+,Fatal Injury
2011,Grand Canyon National Park,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2011,Virgin Islands National Park,Drowning,Unintentional,Male,65+,Fatal Injury
2011,Saratoga National Historical Park,Drowning,Unintentional,Male,35-44,Fatal Injury
2011,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Female,65+,Fatal Injury
2011,Colonial National Historical Park,Undetermined,Undetermined,Male,35-44,Fatal Injury
2011,Lake Mead National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Lake Mead National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Lake Mead National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Lake Mead National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Lake Mead National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2011,Mount Rainier National Park,Environmental,Unintentional,Male,45-54,Fatal Injury
2011,Cape Cod National Seashore,Undetermined,Undetermined,Male,35-44,Fatal Injury
2011,Virgin Islands National Park,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,45-54,Fatal Injury
2012,Grand Canyon National Park,Fall,Unintentional,Male,35-44,Fatal Injury
2012,Mount Rainier National Park,Undetermined,Undetermined,Male,35-44,Fatal Injury
2012,Mount Rainier National Park,Undetermined,Undetermined,Female,25-34,Fatal Injury
2012,Mount Rainier National Park,Undetermined,Undetermined,Female,45-54,Fatal Injury
2012,Mount Rainier National Park,Undetermined,Undetermined,Male,45-54,Fatal Injury
2012,Saguaro National Park,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2012,Yosemite National Park,Environmental,Unintentional,Male,25-34,Fatal Injury
2012,Saguaro National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2012,Grand Teton National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,Undetermined,Fatal Injury
2012,Saguaro National Park,Motor Vehicle Crash,Unintentional,Female,65+,Fatal Injury
2012,Grand Canyon National Park,Fall,Unintentional,Female,15-24,Fatal Injury
2012,Grand Teton National Park,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2012,Grand Teton National Park,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2012,Channel Islands National Park,Drowning,Unintentional,Male,35-44,Fatal Injury
2012,Channel Islands National Park,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Channel Islands National Park,Drowning,Unintentional,Male,35-44,Fatal Injury
2012,Channel Islands National Park,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Death Valley National Park,Undetermined,Undetermined,Male,65+,Fatal Injury
2012,Wind Cave National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2012,Little River Canyon National Preserve,Drowning,Unintentional,Male,15-24,Fatal Injury
2012,Yosemite National Park,Poisoning,Unintentional,Female,25-34,Fatal Injury
2012,Big Thicket National Preserve,Drowning,Unintentional,Male,15-24,Fatal Injury
2012,Indiana Dunes National Park,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2012,Death Valley National Park,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2012,New River Gorge National River,Drowning,Unintentional,Male,35-44,Fatal Injury
2012,Blue Ridge Parkway,Undetermined,Undetermined,Male,15-24,Fatal Injury
2012,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2012,Grand Canyon National Park,Fall,Unintentional,Male,45-54,Fatal Injury
2012,Gauley River National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2012,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2012,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2012,New River Gorge National River,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Denali National Park & Preserve,Fall,Unintentional,Male,Undetermined,Fatal Injury
2012,Big South Fork National River and Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2012,Lake Meredith National Recreation Area,Other,Unintentional,Female,55-64,Fatal Injury
2012,Grand Canyon National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2012,Denali National Park & Preserve,Fall,Unintentional,Male,35-44,Fatal Injury
2012,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2012,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,New River Gorge National River,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Canyon De Chelly National Monument,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2012,Colonial National Historical Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2012,New River Gorge National River,Drowning,Unintentional,Male,35-44,Fatal Injury
2012,New River Gorge National River,Drowning,Unintentional,Male,55-64,Fatal Injury
2012,Joshua Tree National Park,Fall,Unintentional,Male,35-44,Fatal Injury
2012,Acadia National Park,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2012,Friendship Hill National Historic Site,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2012,Niobrara National Scenic River,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Undetermined,55-64,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Undetermined,45-54,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Undetermined,55-64,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Undetermined,55-64,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2012,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Male,55-64,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Female,45-54,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Female,55-64,Fatal Injury
2012,Denali National Park & Preserve,Environmental,Unintentional,Male,55-64,Fatal Injury
2012,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Male,65+,Fatal Injury
2012,New River Gorge National River,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,0-14,Fatal Injury
2012,Indiana Dunes National Park,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,25-34,Fatal Injury
2012,Cape Hatteras National Seashore,Drowning,Unintentional,Female,45-54,Fatal Injury
2012,Big Thicket National Preserve,Drowning,Unintentional,Male,15-24,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Channel Islands National Park,Drowning,Unintentional,Male,55-64,Fatal Injury
2012,Acadia National Park,Fall,Unintentional,Female,15-24,Fatal Injury
2012,Saguaro National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2012,Ozark National Scenic Riverways,Wildlife/Animal,Unintentional,Male,45-54,Fatal Injury
2012,Yosemite National Park,Fall,Unintentional,Male,Undetermined,Fatal Injury
2012,Yosemite National Park,Fall,Unintentional,Male,45-54,Fatal Injury
2012,Mount Rainier National Park,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Lake Meredith National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2012,Great Smoky Mountains National Park,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2012,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2012,Glen Canyon National Recreation Area,"Transportation
(e.g. bicycle, boat)",Unintentional,Undetermined,Undetermined,Fatal Injury
2012,Great Smoky Mountains National Park,Environmental,Unintentional,Female,35-44,Fatal Injury
2012,Yosemite National Park,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Point Reyes National Seashore,Drowning,Unintentional,Male,65+,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,0-14,Fatal Injury
2012,Indiana Dunes National Park,Drowning,Unintentional,Male,15-24,Fatal Injury
2012,Rocky Mountain National Park,Fall,Unintentional,Male,45-54,Fatal Injury
2012,Grand Teton National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2012,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2012,Theodore Roosevelt National Park,Undetermined,Undetermined,Male,45-54,Fatal Injury
2012,Cape Hatteras National Seashore,Drowning,Unintentional,Female,65+,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,15-24,Fatal Injury
2012,Grand Canyon National Park,Fall,Unintentional,Female,Undetermined,Fatal Injury
2012,Grand Teton National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2012,Indiana Dunes National Park,Drowning,Unintentional,Male,0-14,Fatal Injury
2012,Cape Hatteras National Seashore,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Everglades National Park,Drowning,Unintentional,Male,65+,Fatal Injury
2012,Grand Teton National Park,Fall,Unintentional,Male,25-34,Fatal Injury
2012,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Male,25-34,Fatal Injury
2012,Cape Hatteras National Seashore,Drowning,Unintentional,Female,25-34,Fatal Injury
2012,Mount Rainier National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,55-64,Fatal Injury
2012,Acadia National Park,Fall,Unintentional,Female,15-24,Fatal Injury
2012,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Male,55-64,Fatal Injury
2012,Glacier National Park,Fall,Unintentional,Male,15-24,Fatal Injury
2012,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Female,45-54,Fatal Injury
2012,Sequoia & Kings Canyon National Parks,Environmental,Unintentional,Male,0-14,Fatal Injury
2012,Yosemite National Park,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Sequoia & Kings Canyon National Parks,Environmental,Unintentional,Male,55-64,Fatal Injury
2012,Apostle Islands National Lakeshore,Drowning,Unintentional,Male,65+,Fatal Injury
2012,Shenandoah National Park,Fall,Unintentional,Male,35-44,Fatal Injury
2012,Sleeping Bear Dunes National Lakeshore,Drowning,Unintentional,Male,35-44,Fatal Injury
2012,Mount Rainier National Park,Environmental,Unintentional,Male,Undetermined,Fatal Injury
2012,Mount Rushmore National Memorial,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2012,Little River Canyon National Preserve,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Death Valley National Park,Environmental,Unintentional,Male,55-64,Fatal Injury
2012,Death Valley National Park,Environmental,Unintentional,Male,25-34,Fatal Injury
2012,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2012,Saint Croix Island International Historic Site,Drowning,Unintentional,Female,0-14,Fatal Injury
2012,Yosemite National Park,Drowning,Unintentional,Male,0-14,Fatal Injury
2012,Yosemite National Park,Drowning,Unintentional,Male,0-14,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Glen Canyon National Recreation Area,Fall,Unintentional,Male,45-54,Fatal Injury
2012,North Cascades National Park,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2012,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2012,Denali National Park & Preserve,Wildlife/Animal,Unintentional,Male,45-54,Fatal Injury
2012,Glen Canyon National Recreation Area,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal Injury
2012,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Male,55-64,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2012,Whiskeytown National Recreation Area,Drowning,Unintentional,Female,Undetermined,Fatal Injury
2012,Mount Rainier National Park,Environmental,Unintentional,Female,Undetermined,Fatal Injury
2012,Zion National Park,Fall,Unintentional,Male,65+,Fatal Injury
2012,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2012,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal Injury
2012,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Male,15-24,Fatal Injury
2012,Mount Rainier National Park,Fall,Unintentional,Male,Undetermined,Fatal Injury
2012,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,55-64,Fatal Injury
2012,Glacier National Park,Drowning,Unintentional,Male,65+,Fatal Injury
2012,Rocky Mountain National Park,Fall,Unintentional,Female,45-54,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Glen Canyon National Recreation Area,Drowning,Unintentional,Male,35-44,Fatal Injury
2012,Lake Mead National Recreation Area,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Grand Canyon National Park,Motor Vehicle Crash,Unintentional,Female,55-64,Fatal Injury
2012,Cape Hatteras National Seashore,Drowning,Unintentional,Male,65+,Fatal Injury
2012,Lake Mead National Recreation Area,Other,Unintentional,Male,25-34,Fatal Injury
2012,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Male,25-34,Fatal Injury
2012,Saint Croix Island International Historic Site,Drowning,Unintentional,Male,45-54,Fatal Injury
2012,Fire Island National Seashore,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,45-54,Fatal Injury
2012,Fire Island National Seashore,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,65+,Fatal Injury
2012,Shenandoah National Park,Motor Vehicle Crash,Unintentional,Male,55-64,Fatal Injury
2012,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Male,45-54,Fatal Injury
2012,Zion National Park,Fall,Unintentional,Male,45-54,Fatal Injury
2012,Buffalo National River,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2012,Cape Hatteras National Seashore,Motor Vehicle Crash,Unintentional,Male,Undetermined,Fatal Injury
2012,Lake Mead National Recreation Area,Undetermined,Undetermined,Male,25-34,Fatal Injury
2012,Cape Lookout National Seashore,Drowning,Unintentional,Male,55-64,Fatal Injury
2012,Scotts Bluff National Monument,Fall,Unintentional,Male,15-24,Fatal Injury
2012,Point Reyes National Seashore,Undetermined,Undetermined,Female,65+,Fatal Injury
2012,Virgin Islands National Park,Drowning,Unintentional,Male,65+,Fatal Injury
2012,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2012,Yosemite National Park,"Transportation
(e.g. bicycle, boat)",Unintentional,Male,65+,Fatal Injury
2013,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Male,35-44,Fatal Injury
2013,Yosemite National Park,Other,Unintentional,Male,65+,Fatal Injury
2013,Grand Canyon National Park,Drowning,Unintentional,Female,15-24,Fatal Injury
2013,Virgin Islands National Park,Drowning,Unintentional,Male,55-64,Fatal Injury
2013,Redwood National and State Parks,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Redwood National and State Parks,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Great Smoky Mountains National Park,Undetermined,Undetermined,Male,45-54,Fatal Injury
2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Female,Undetermined,Fatal Injury
2013,Joshua Tree National Park,Undetermined,Undetermined,Male,55-64,Fatal Injury
2013,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Female,15-24,Fatal Injury
2013,Grand Canyon National Park,Other,Unintentional,Male,35-44,Fatal Injury
2013,Rocky Mountain National Park,Undetermined,Undetermined,Male,35-44,Fatal Injury
2013,Grand Teton National Park,Environmental,Unintentional,Male,25-34,Fatal Injury
2013,Grand Teton National Park,Environmental,Unintentional,Male,25-34,Fatal Injury
2013,Fort Bowie National Historic Site,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,65+,Fatal Injury
2013,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Male,Undetermined,Fatal Injury
2013,Saint Croix Island International Historic Site,Drowning,Unintentional,Undetermined,Undetermined,Fatal Injury
2013,Grand Teton National Park,Environmental,Unintentional,Male,35-44,Fatal Injury
2013,Great Smoky Mountains National Park,Environmental,Unintentional,Male,35-44,Fatal Injury
2013,Great Smoky Mountains National Park,Drowning,Unintentional,Male,65+,Fatal Injury
2013,Pea Ridge National Military Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2013,Pea Ridge National Military Park,Motor Vehicle Crash,Unintentional,Undetermined,Undetermined,Fatal Injury
2013,Glacier National Park,Drowning,Unintentional,Female,25-34,Fatal Injury
2013,Rocky Mountain National Park,Environmental,Unintentional,Male,35-44,Fatal Injury
2013,Everglades National Park,Undetermined,Undetermined,Male,45-54,Fatal Injury
2013,Canyonlands National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Canyonlands National Park,Undetermined,Undetermined,Undetermined,Undetermined,Fatal Injury
2013,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Male,45-54,Fatal Injury
2013,Black Canyon Of The Gunnison National Park,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
2013,Great Falls Park,Drowning,Unintentional,Male,45-54,Fatal Injury
2013,Shenandoah National Park,Environmental,Unintentional,Male,65+,Fatal Injury
2013,Natchez Trace Parkway,Undetermined,Undetermined,Male,55-64,Fatal Injury
2013,Great Smoky Mountains National Park,Undetermined,Undetermined,Male,Undetermined,Fatal Injury
